Year,Month,Day,Location,Province
2005,6,30,Victoria,BC
2005,7,1,Victoria,BC
2005,7,1,Montreal,PQ
2005,7,1,Merritt,BC
2005,7,1,Trois Rivieres,PQ
2005,7,1,Vernon,BC
2005,7,1,St. Zacharie,PQ
2005,7,1,Lloydminster,SK
2005,7,2,St-Come,PQ
2005,7,2,Lloydminster,SK
2005,7,2,Windsor,ON
2005,7,2,Windsor,ON
2005,7,3,Stafford,BC
2005,7,3,Trois Rivieres,PQ
2005,7,3,Toronto,ON
2005,7,5,St. Catharines,ON
2005,7,5,St. Prosper de Dorchester,PQ
2005,7,6,Ottawa,ON
2005,7,7,Duffield,AB
2005,7,8,St-Lazare,PQ
2005,7,8,Saskatoon,SK
2005,7,8,Toronto,ON
2005,7,10,St. Raymond,PQ
2005,7,10,Whitby,ON
2005,7,10,Moose Jaw,SK
2005,7,10,Calgary,AB
2005,7,10,Waterloo,ON
2005,7,11,Burlington,ON
2005,7,11,Niagara Falls,ON
2005,7,11,Gardenton,MB
2005,7,12,Edmonton,AB
2005,7,12,Winnipeg,MB
2005,7,12,Chicoutimi,PQ
2005,7,12,Melfort,SK
2005,7,12,Regina,SK
2005,7,13,Toronto,ON
2005,7,14,Nanaimo,BC
2005,7,14,Scarborough,ON
2005,7,15,Gatineau,PQ
2005,7,15,Halifax,NS
2005,7,16,New Westminster,BC
2005,7,16,Spring Lake,AB
2005,7,17,Borden,PI
2005,7,18,Cavendish,PI
2005,7,19,Winnipeg,MB
2005,7,19,Winnipeg,MB
2005,7,19,Eastern Passage,NS
2005,7,20,Enderby,BC
2005,7,20,Ottawa,ON
2005,7,20,Keefer Lake,BC
2005,7,20,Whistler,BC
2005,7,20,Winnipeg,MB
2005,7,21,Prince Albert,SK
2005,7,22,Shawinigan,PQ
2005,7,22,Gibson's Landing,BC
2005,7,23,Kamloops Lake,BC
2005,7,23,Prince Rupert,BC
2005,7,24,Victoria,BC
2005,7,24,Grey County,ON
2005,7,24,Montreal,PQ
2005,7,24,Dryden,ON
2005,7,24,Winnipeg,MB
2005,7,25,Winnipeg,MB
2005,7,25,Vancouver,BC
2005,7,26,Coldstream,BC
2005,7,27,Hamilton,ON
2005,7,27,London,ON
2005,7,27,Victoria,BC
2005,7,27,Surrey,BC
2005,7,27,Opeepeesway Lake,ON
2005,7,27,Saint-Hilaire,PQ
2005,7,28,Winnipeg,MB
2005,7,28,Corner Brook,NF
2005,7,28,Gatineau,PQ
2005,7,28,Mont Sainte-Anne,PQ
2005,7,28,St. Pie de Bagot,PQ
2005,7,29,Dartmouth,NS
2005,7,29,Windsor,ON
2005,7,29,Milton,ON
2005,7,30,Battleford,SK
2005,7,30,Goderich,ON
2005,7,30,Chatham,ON
2005,7,30,St. Catherines,ON
2005,7,30,Brampton,ON
2005,7,30,Innisfail,AB
2005,7,30,Toronto,ON
2005,7,31,Warkworth,ON
2005,7,31,North Vancouver,BC
2005,7,31,Edmonton,AB
2005,8,1,Paradise Hill,SK
2005,8,1,Calgary,AB
2005,8,1,Dryden,ON
2005,8,1,Edmonton,AB
2005,8,1,Montreal,PQ
2005,8,1,McMasterville,PQ
2005,8,1,Orono,ON
2005,8,1,London,ON
2005,8,1,Surrey,BC
2005,8,1,Lloydminster,SK
2005,8,1,Maidstone,SK
2005,8,1,Creston,BC
2005,8,2,Sudbury,ON
2005,8,2,Sandibanks,ON
2005,8,2,Langenburg,SK
2005,8,2,Maidstone,SK
2005,8,2,Maidstone,SK
2005,8,2,Drayton,AB
2005,8,3,Winnipeg,MB
2005,8,4,Three Hills,AB
2005,8,4,Ottawa,ON
2005,8,4,Port au Port,NF
2005,8,5,Riding Mountain,MB
2005,8,5,Toronto,ON
2005,8,5,Burke Mountain,BC
2005,8,5,Boucherville,PQ
2005,8,5,Saskatoon,SK
2005,8,5,Regina,SK
2005,8,6,Maidstone,SK
2005,8,6,Catfish Creek,MB
2005,8,6,Coquitlam,BC
2005,8,6,Amherst,NS
2005,8,6,St. Armand,PQ
2005,8,6,St. Etienne des Gres,PQ
2005,8,7,Vita,MB
2005,8,7,Winnipeg,MB
2005,8,7,Winnipeg,MB
2005,8,7,Saskatoon,SK
2005,8,8,Winlaw,BC
2005,8,8,New Denver,BC
2005,8,9,Burnaby,BC
2005,8,9,Montreal,PQ
2005,8,9,Gitanyow,BC
2005,8,9,Westmount,PQ
2005,8,9,Chilliwack,BC
2005,8,11,Scarborough,ON
2005,8,11,Kuujjuaq,PQ
2005,8,11,Montreal,PQ
2005,8,11,Edmonton,AB
2005,8,12,Maidstone,SK
2005,8,12,Richmond,BC
2005,8,12,Fenelon Falls,ON
2005,8,12,St. John,NB
2005,8,13,Nicolet Sud,PQ
2005,8,13,Vancouver,BC
2005,8,13,Boucherville,ON
2005,8,13,Vancouver,BC
2005,8,13,Oshawa,ON
2005,8,13,Swift Current,SK
2005,8,14,Tsawassen,BC
2005,8,15,Sandy Lake,ON
2005,8,15,Port Alberni,BC
2005,8,15,Borden,PI
2005,8,17,Powell River,BC
2005,8,17,Powell River,BC
2005,8,17,Vanastra,ON
2005,8,17,Shawinigan,PQ
2005,8,19,Jonquiere,PQ
2005,8,19,Saugenay,PQ
2005,8,19,Moose Jaw,SK
2005,8,19,Moose Jaw,SK
2005,8,19,Penticton,BC
2005,8,19,Maidstone,SK
2005,8,20,Edson,AB
2005,8,20,West Vancouver,BC
2005,8,20,Burnaby,BC
2005,8,20,Squamish,BC
2005,8,20,Montreal,PQ
2005,8,20,Battleford,SK
2005,8,20,Lake Alma,SK
2005,8,21,Edmonton,AB
2005,8,21,Burnaby,BC
2005,8,21,Maidstone,SK
2005,8,21,Pitt Meadows,BC
2005,8,22,Surrey,BC
2005,8,22,Chilliwack,BC
2005,8,23,Lockport,NS
2005,8,24,Duncan,BC
2005,8,24,Edmonton,AB
2005,8,24,Wetaskiwin,AB
2005,8,25,Cochrane,AB
2005,8,25,St. Alphonse de Rodriguez,PQ
2005,8,25,Vancouver,BC
2005,8,25,Summerland,BC
2005,8,25,Peace River,AB
2005,8,25,Pitt Meadows,BC
2005,8,25,Keefer Lake,BC
2005,8,26,Scarborough,ON
2005,8,26,Maidstone,SK
2005,8,26,Earl's Cove,BC
2005,8,26,Toronto,ON
2005,8,27,West Hawk Lake,MB
2005,8,27,Maidstone,SK
2005,8,27,Maidstone,SK
2005,8,27,Maidstone,SK
2005,8,28,Lloydminster,SK
2005,8,28,Lloydminster,SK
2005,8,28,Cochrane,AB
2005,8,28,Nanaimo,BC
2005,8,28,Maidstone,SK
2005,8,28,Cookshire,PQ
2005,8,28,Maidstone,SK
2005,8,28,Calgary,AB
2005,8,30,Cowichan Valley,BC
2005,8,31,Saskatoon,SK
2005,8,31,Lynden,ON
2005,9,1,Tottenham,ON
2005,9,1,Oshawa,ON
2005,9,1,Surrey,BC
2005,9,2,Hamilton,ON
2005,9,2,Port Carling,ON
2005,9,2,South Shore,NS
2005,9,3,Lac des Commissaires,PQ
2005,9,3,Saint Luger,PQ
2005,9,3,Burnaby,BC
2005,9,3,Ottawa,ON
2005,9,4,Kaslo,BC
2005,9,5,Toronto,ON
2005,9,5,Burnaby,BC
2005,9,5,Quesnel,BC
2005,9,5,St. John,NB
2005,9,5,South Hampton,ON
2005,9,6,Grimsby,ON
2005,9,6,Calgary,AB
2005,9,6,Whitecourt,AB
2005,9,7,Vancouver,BC
2005,9,7,Maidstone,SK
2005,9,7,Fairmont Hot Springs,BC
2005,9,8,Montreal,PQ
2005,9,9,North York,ON
2005,9,9,Georgetown,ON
2005,9,9,Montreal,PQ
2005,9,9,Sault Ste. Marie,ON
2005,9,9,Markham,ON
2005,9,10,Toronto,ON
2005,9,10,Oshawa,ON
2005,9,10,Cumberland,BC
2005,9,11,Blockhouse,NS
2005,9,11,Comox,BC
2005,9,11,Cumberland,BC
2005,9,11,St. Catharines,ON
2005,9,11,Bowmanville,ON
2005,9,11,Toronto,ON
2005,9,12,Sarnia,ON
2005,9,13,Alliston,ON
2005,9,13,Ashton,ON
2005,9,14,Vancouver,BC
2005,9,15,Sechelt,BC
2005,9,15,Surrey,BC
2005,9,16,Rosthern,SK
2005,9,16,Scarborough,ON
2005,9,17,Scarborough,ON
2005,9,18,Newmarket,ON
2005,9,18,Edmonton,AB
2005,9,19,Fort McMurray,AB
2005,9,19,Winnipeg,MB
2005,9,19,Vancouver,BC
2005,9,22,Black Point,NS
2005,9,23,Welland,ON
2005,9,23,Vancouver,BC
2005,9,24,Winnipeg,MB
2005,9,25,Chateauguay,PQ
2005,9,25,Comox,BC
2005,9,26,Delta,BC
2005,9,27,Spruce Grove,AB
2005,9,29,Maidstone,SK
2005,9,29,Calgary,AB
2005,9,30,Melfort,SK
2005,9,30,Grande Prairie,AB
2005,10,1,Hamilton,ON
2005,10,1,Montreal,PQ
2005,10,2,Toronto,ON
2005,10,2,Riviere-du-Loup,PQ
2005,10,3,Niagara Falls,ON
2005,10,7,Cardston,AB
2005,10,8,Grande Prairie,AB
2005,10,8,Quesnel,BC
2005,10,10,Summerland,BC
2005,10,11,Edmonton,AB
2005,10,11,Montreal,PQ
2005,10,11,Edmonton,AB
2005,10,15,Pembroke,ON
2005,10,15,Thunder Bay,ON
2005,10,16,Rosthern,SK
2005,10,16,Epiphanie,PQ
2005,10,17,Guelph,ON
2005,10,17,Welland,ON
2005,10,19,Terrace,BC
2005,10,20,Chateauguay,PQ
2005,10,20,Owen Sound,ON
2005,10,21,Toronto,ON
2005,10,22,Chilliwack,BC
2005,10,22,Les Cedres,PQ
2005,10,22,Cold Lake,AB
2005,10,23,Winnipeg,MB
2005,10,24,Winnipeg,MB
2005,10,24,La Baie,PQ
2005,10,24,Calgary,AB
2005,10,25,Okotoks,AB
2005,10,25,Millarville,AB
2005,10,25,Calgary,AB
2005,10,25,Calgary,AB
2005,10,26,Calgary,AB
2005,10,26,Calgary,AB
2005,10,26,Sudbury,ON
2005,10,26,Saskatoon,SK
2005,10,26,Dryden,ON
2005,10,27,Vancouver,BC
2005,10,27,Nain,NF
2005,10,28,Edmonton,AB
2005,10,28,Port Alberni,BC
2005,10,28,North Bay,ON
2005,10,29,Freelton,ON
2005,10,29,Surrey,BC
2005,10,29,Hanwell,NB
2005,10,30,Whitby,ON
2005,10,30,Peterborough,ON
2005,10,31,Burke Mountain,BC
2005,10,31,Vernon,BC
2005,10,31,Regina,SK
2005,10,31,Calgary,AB
2005,10,31,Regina,SK
2005,11,1,Cache Creek,BC
2005,11,2,Delta,BC
2005,11,2,Winnipeg,MB
2005,11,2,Port Hope,ON
2005,11,2,Mississauga,ON
2005,11,2,Toronto,ON
2005,11,2,Halifax,NS
2005,11,3,Toronto,ON
2005,11,3,Conception Bay,NF
2005,11,3,Chatham,ON
2005,11,4,Maniwaki,PQ
2005,11,5,Oyama,BC
2005,11,6,Oakville,ON
2005,11,6,Kingston,ON
2005,11,7,Cornwall,ON
2005,11,8,Montreal,PQ
2005,11,9,Kamloops  ,BC
2005,11,10,Oakville,ON
2005,11,11,Montreal,PQ
2005,11,11,Toronto,ON
2005,11,11,Toronto,ON
2005,11,12,Wetaskiwin,AB
2005,11,12,Hensall,ON
2005,11,14,Richmond,BC
2005,11,14,Comox,BC
2005,11,14,Bromont,PQ
2005,11,15,Edmonton,AB
2005,11,15,Stouffville,ON
2005,11,19,Toronto,ON
2005,11,20,Calgary,AB
2005,11,21,Saint Leonard,PQ
2005,11,21,Magog,PQ
2005,11,22,London,ON
2005,11,22,London,ON
2005,11,23,Kingston,ON
2005,11,23,Crystal City,MB
2005,11,23,Etobicoke,ON
2005,11,23,Saint Remi,PQ
2005,11,24,Sharon,ON
2005,11,24,Scarborough,ON
2005,11,24,Scarborough,ON
2005,11,25,Vancouver,BC
2005,11,25,Kingston,ON
2005,11,26,Vancouver,BC
2005,11,27,Montreal,PQ
2005,11,29,Edmundston,NB
2005,12,1,Thunder Bay,ON
2005,12,1,Sudbury,ON
2005,12,5,Vernon,BC
2005,12,5,Winnipeg,MB
2005,12,8,Oakville,ON
2005,12,8,Harrietsfield,NS
2005,12,10,Sidney,BC
2005,12,11,Parry Sound,ON
2005,12,12,Calgary,AB
2005,12,12,Comox,BC
2005,12,12,Langford,BC
2005,12,12,Whitby,ON
2005,12,12,Harrow,ON
2005,12,13,Lindsay,ON
2005,12,13,Gatineau,PQ
2005,12,13,St-Jerome,PQ
2005,12,13,Arnprior,ON
2005,12,13,Cobourg,ON
2005,12,13,Oshawa,ON
2005,12,13,Renfrew,ON
2005,12,13,Stirling,ON
2005,12,13,Coldwater,ON
2005,12,13,St-Isidore,PQ
2005,12,13,Tsawassen,BC
2005,12,13,Kanata,ON
2005,12,16,Collingwood,ON
2005,12,17,Calgary,AB
2005,12,18,Victoria,BC
2005,12,18,Calgary,AB
2005,12,19,Bowmanville,ON
2005,12,19,Peterborough,ON
2005,12,20,Montreal,PQ
2005,12,21,Scarborough,ON
2005,12,22,Calgary,AB
2005,12,22,Calgary,AB
2005,12,23,Calgary,AB
2005,12,24,Calgary,AB
2005,12,25,Whitehorse,YK
2005,12,26,Peachland,BC
2005,12,27,Montreal,PQ
2005,12,28,Wabowden,MB
2005,12,29,Sault Ste. Marie,ON
2006,1,1,Sudbury,ON
2006,1,1,Halifax,NS
2006,1,3,Elk Inland Park,AB
2006,1,4,Neuville,PQ
2006,1,5,Maidstone,SK
2006,1,6,Netley,MB
2006,1,6,Milton,ON
2006,1,7,Markham,ON
2006,1,15,Country Harbour,NS
2006,1,15,Bobcaygeon,ON
2006,1,15,Edmonton,AB
2006,1,15,Hillmond,SK
2006,1,15,Oshawa,ON
2006,1,15,Wallaceburg,ON
2006,1,16,Winnipeg,MB
2006,1,16,Montreal,PQ
2006,1,17,Calgary,AB
2006,1,17,Fredericton,NB
2006,1,17,Thunder Bay,ON
2006,1,17,Ottawa,ON
2006,1,18,Calgary,AB
2006,1,18,Winnipeg,MB
2006,1,18,La Guedeloupe,PQ
2006,1,21,Cumberland,BC
2006,1,24,Newcastle Island,BC
2006,1,25,Rioeton,SK
2006,1,27,Oshawa,ON
2006,1,28,Oxford Station,ON
2006,1,30,Bragg Creek,AB
2006,1,30,Vernon,BC
2006,2,1,Fort S. John,BC
2006,2,1,Nanaimo,BC
2006,2,2,Chateauguay,PQ
2006,2,2,Ottawa,ON
2006,2,3,New Westminister,BC
2006,2,6,Bruderheim,AB
2006,2,9,Scarborough,ON
2006,2,9,Surrey,BC
2006,2,10,Red Deer,AB
2006,2,10,North Surrey,BC
2006,2,11,Quesnel,BC
2006,2,11,Richmond,BC
2006,2,11,Vancouver,BC
2006,2,11,Sturgeon Falls,ON
2006,2,12,Houston,BC
2006,2,13,Woodstock,ON
2006,2,13,Quesnel,BC
2006,2,13,Toronto,ON
2006,2,14,Nanaimo,BC
2006,2,16,Burke Mountain,BC
2006,2,16,Pitt Lake,BC
2006,2,16,Surrey,BC
2006,2,16,North Surrey,BC
2006,2,16,Quesnel,BC
2006,2,17,Coquitlam,BC
2006,2,20,Golden,BC
2006,2,22,Saskatoon,SK
2006,2,23,Prince George,BC
2006,2,24,Hamilton,ON
2006,2,24,Hamilton,ON
2006,2,24,Cornwall,ON
2006,2,24,Wheatley,ON
2006,2,25,Black Point,NS
2006,2,26,Surrey,BC
2006,2,26,Toronto,ON
2006,2,27,Terrace,BC
2006,2,27,Edmonton,AB
2006,2,28,Saskatoon,SK
2006,2,28,London,ON
2006,3,1,Scarborough,ON
2006,3,1,St. John's,NF
2006,3,4,Greenspond,NF
2006,3,6,North Hills,BC
2006,3,6,Chandler,PQ
2006,3,11,Laurentide National Park,PQ
2006,3,11,Hamilton,ON
2006,3,12,White Rock,BC
2006,3,12,Calgary,AB
2006,3,12,Vancouver,BC
2006,3,13,Trail,BC
2006,3,14,Hamilton,ON
2006,3,15,Glace Bay,NS
2006,3,16,Orillia,ON
2006,3,17,Mississauga,ON
2006,3,17,Peterborough,ON
2006,3,17,Hamilton,ON
2006,3,18,Quebec City,PQ
2006,3,20,Coombs,BC
2006,3,20,Ottawa,ON
2006,3,20,Nanaimo,BC
2006,3,22,Burnaby,BC
2006,3,23,Glace Bay,NS
2006,3,24,Vancouver,BC
2006,3,24,Halifax,NS
2006,3,25,East Vancouver,BC
2006,3,25,East Vancouver,BC
2006,3,25,Mount Hays,BC
2006,3,26,Vancouver,BC
2006,3,27,Whitby,ON
2006,3,27,Keene,ON
2006,3,27,Coquitlam,BC
2006,3,27,Schreiber,ON
2006,3,27,Baie D'urfe,PQ
2006,3,28,Chalk River,ON
2006,3,28,Penobsquis,NB
2006,3,29,Mississauga,ON
2006,3,29,Brockville,ON
2006,3,29,Yamachiche,PQ
2006,3,31,Maidstone,SK
2006,4,1,Kelliher,SK
2006,4,2,Vernon,BC
2006,4,3,Hamilton,ON
2006,4,4,Vancouver,BC
2006,4,4,Richmond,BC
2006,4,4,Waterhen Lake,SK
2006,4,4,Milton,ON
2006,4,4,Ilford,MB
2006,4,5,Vernon,BC
2006,4,6,Oshawa,ON
2006,4,7,Mississauga,ON
2006,4,7,Pond Inlet,NT
2006,4,8,Gatineau,PQ
2006,4,9,Montreal,PQ
2006,4,11,Fort St.John,BC
2006,4,11,Carlyle,SK
2006,4,12,Montreal,PQ
2006,4,14,Terrace,BC
2006,4,14,Vancouver,BC
2006,4,14,Lethbridge,AB
2006,4,15,Couburg,ON
2006,4,15,Terrace,BC
2006,4,16,Abbotsford,BC
2006,4,16,St. Catharines,ON
2006,4,18,Christina Lake,ON
2006,4,19,Fort McMurray,AB
2006,4,19,Morinville,AB
2006,4,22,Sharbot Lake,ON
2006,4,22,Vernon,BC
2006,4,22,Rama,ON
2006,4,23,Vancouver,BC
2006,4,24,Kamloops,BC
2006,4,24,Terrace,BC
2006,4,24,Terrace,BC
2006,4,24,Terrace,BC
2006,4,24,Terrace,BC
2006,4,24,Terrace,BC
2006,4,24,Terrace,BC
2006,4,24,Terrace,BC
2006,4,24,Terrace,BC
2006,4,24,Terrace,BC
2006,4,24,Terrace,BC
2006,4,24,Waterhen Lake,SK
2006,4,24,The Pas,MB
2006,4,24,Terrace,BC
2006,4,24,Terrace,BC
2006,4,24,Moricetown,BC
2006,4,24,Topley,BC
2006,4,25,Waterhen Lake,SK
2006,4,25,Dryden,ON
2006,4,25,Vernon,BC
2006,4,25,Grand Forks,BC
2006,4,26,Winnipeg,MB
2006,4,26,Vernon,BC
2006,4,27,Ottawa,ON
2006,4,27,Foxboro,ON
2006,4,28,Burnaby,BC
2006,4,28,Waterhen Lake,SK
2006,4,28,Edmonton,AB
2006,4,28,Cloverdale,BC
2006,4,28,Grande Prairie,AB
2006,4,29,Hazelton,BC
2006,4,29,Chilliwack,BC
2006,5,1,Langley,BC
2006,5,1,Langley,BC
2006,5,1,New Westminister,BC
2006,5,1,Victoria,BC
2006,5,2,Maple Ridge,BC
2006,5,2,Abbotsford,BC
2006,5,2,Montreal,PQ
2006,5,3,Toronto,ON
2006,5,3,Chilliwack,BC
2006,5,3,Victoria,BC
2006,5,4,Brandon,MB
2006,5,6,Ottawa,ON
2006,5,6,Ajax,ON
2006,5,7,Ajax,ON
2006,5,7,Carlyle,SK
2006,5,8,Burnaby,BC
2006,5,9,Scarborough,ON
2006,5,10,Langley,BC
2006,5,10,Abbotsford,BC
2006,5,10,Toronto,ON
2006,5,11,Pilot Mound,MB
2006,5,13,Markham,ON
2006,5,14,Langley,BC
2006,5,15,Sooke,BC
2006,5,15,Bay D'Espoir,NF
2006,5,16,Winnipeg,MB
2006,5,18,Greenwater Lake Prov Park,SK
2006,5,18,Thornhill,ON
2006,5,18,Carlyle,SK
2006,5,18,Brantford,ON
2006,5,19,Hamilton,ON
2006,5,19,Macoun,SK
2006,5,20,Hamilton,ON
2006,5,21,Keene,ON
2006,5,21,Lansdowne House,ON
2006,5,21,Turtle Lake,SK
2006,5,21,Regina,SK
2006,5,22,Hamilton,ON
2006,5,22,Windsor,ON
2006,5,24,Ste-Therese d'Arvida,PQ
2006,5,26,Dyers Bay,ON
2006,5,26,Lockport,MB
2006,5,26,Stony Mountain,MB
2006,5,26,Stony Mountain,MB
2006,5,26,Montreal,PQ
2006,5,27,Aylmer,PQ
2006,5,27,Aylmer,PQ
2006,5,27,Aylmer,PQ
2006,5,27,Aylmer,PQ
2006,5,27,Montreal,PQ
2006,5,28,London,ON
2006,5,28,St. John's,NF
2006,5,28,Montreal,PQ
2006,5,28,Montreal,PQ
2006,5,29,Revelstoke,BC
2006,5,29,Lake Alma,SK
2006,5,29,Ottawa,ON
2006,5,31,Fort St.Johns,BC
2006,5,31,Calahoo,AB
2006,6,2,Winnipeg,MB
2006,6,2,Aylmer,PQ
2006,6,2,Winnipeg,MB
2006,6,2,Betula Lake,MB
2006,6,2,Maidstone,SK
2006,6,2,Stonewall,MB
2006,6,2,"Northwest Angle 33, First Nation",MB
2006,6,2,Winnipeg,MB
2006,6,2,Winnipeg,MB
2006,6,2,Oakbank,MB
2006,6,2,Winnipeg,MB
2006,6,2,Winnipeg,MB
2006,6,2,Winnipeg,MB
2006,6,2,Winnipeg,MB
2006,6,2,Lake of the Woods,MB
2006,6,2,Biefait,SK
2006,6,2,Winnipeg,MB
2006,6,2,Winnipeg,MB
2006,6,3,Winnipeg,MB
2006,6,3,Toronto,ON
2006,6,3,Delta,BC
2006,6,3,Aylmer,PQ
2006,6,4,Maidstone,SK
2006,6,4,Maidstone,SK
2006,6,4,Regina,SK
2006,6,4,Houston,BC
2006,6,4,Winnipeg,MB
2006,6,5,Fort Qu'Appelle Echo Lake,SK
2006,6,6,Beaver Lake,AB
2006,6,6,Woodstock,ON
2006,6,7,"Moffet, Temiscaming",PQ
2006,6,8,Elora,ON
2006,6,9,North Bay,ON
2006,6,10,Winnipeg,MB
2006,6,10,Winnipeg,MB
2006,6,11,Maidstone,SK
2006,6,11,Prince George,BC
2006,6,12,Terrace,BC
2006,6,12,Montreal,PQ
2006,6,12,Burnaby,BC
2006,6,12,Miami,MB
2006,6,12,Maidstone,SK
2006,6,13,Aylmer,PQ
2006,6,13,Brandon,MB
2006,6,14,Erickson,BC
2006,6,15,Sudbury,ON
2006,6,15,Maidstone,SK
2006,6,15,North Vancouver,BC
2006,6,16,Pickering,ON
2006,6,16,Prince George,BC
2006,6,18,Campbell River,BC
2006,6,18,North Vancouver,BC
2006,6,19,Saskatoon,SK
2006,6,19,Neilburg,SK
2006,6,19,Neilburg,SK
2006,6,20,Southampton,ON
2006,6,20,Maidstone,SK
2006,6,20,Lacombe,AB
2006,6,21,Burnaby,BC
2006,6,21,Vancouver,BC
2006,6,21,Vancouver,BC
2006,6,21,Truro,NS
2006,6,22,Burnaby,BC
2006,6,22,Fort St.John,NS
2006,6,22,Toronto,ON
2006,6,22,New Waterford,NS
2006,6,23,Hanmer,ON
2006,6,23,Winnipeg,MB
2006,6,24,Montreal,PQ
2006,6,24,Montreal,PQ
2006,6,24,Montreal,PQ
2006,6,24,Montreal,PQ
2006,6,24,Montreal,PQ
2006,6,24,Etobicoke,ON
2006,6,24,Alymer,PQ
2006,6,24,Richmond,BC
2006,6,25,Maidstone,SK
2006,6,25,Burnaby,BC
2006,6,26,Maidstone,SK
2006,6,26,Maidstone,SK
2006,6,26,Maidstone,SK
2006,6,26,Prince George,BC
2006,6,27,Maidstone,SK
2006,6,28,Vernon,BC
2006,6,28,Maidstone,SK
2006,6,28,Maidstone,SK
2006,6,28,Vankleek Hill,ON
2006,6,28,Kamloops,BC
2006,6,28,Houston,BC
2006,6,29,Aldergrove,BC
2006,6,29,Fort St. John,BC
2006,6,29,Burnaby,BC
2006,6,29,Toronto,ON
2006,6,30,North Surrey,BC
2006,7,1,Brooklin,ON
2006,7,1,North Delta,BC
2006,7,1,Catham,ON
2006,7,1,Burns Lake,BC
2006,7,1,Charlottetown,PI
2006,7,1,Houston,BC
2006,7,1,Kincardine,ON
2006,7,1,Penticton,BC
2006,7,1,North Surrey,BC
2006,7,2,North Surrey,BC
2006,7,2,Mundare,AB
2006,7,2,Burke Mountain Coquitlam,BC
2006,7,2,Aylmer,PQ
2006,7,2,Penticton,BC
2006,7,3,White Rock,BC
2006,7,3,Conklin,AB
2006,7,4,Hamilton,ON
2006,7,4,Waterhen Lake,SK
2006,7,5,Vancouver,BC
2006,7,6,Foxboro,ON
2006,7,6,Belleville,ON
2006,7,7,Maidstone,SK
2006,7,7,Medicine Hat,AB
2006,7,8,Montreal,PQ
2006,7,8,Ottawa,ON
2006,7,9,Calgary,AB
2006,7,10,Oshawa,ON
2006,7,11,Grande Prairie,AB
2006,7,11,Maidstone,SK
2006,7,11,Maidstone,SK
2006,7,11,Maidstone,SK
2006,7,11,Saskatoon,SK
2006,7,12,Lower Sackville,NS
2006,7,12,Gatineau,PQ
2006,7,12,Quebec City,PQ
2006,7,12,Lower Sackville,NS
2006,7,13,Hamilton,ON
2006,7,14,Brampton,ON
2006,7,14,Brampton,PQ
2006,7,14,Boucherville,PQ
2006,7,15,Sarnia,ON
2006,7,15,Didsbury,AB
2006,7,16,Maidstone,SK
2006,7,16,Montreal,PQ
2006,7,16,Maidstone,SK
2006,7,16,Maidstone,SK
2006,7,16,Maidstone,SK
2006,7,16,Maidstone,SK
2006,7,16,Maidstone,SK
2006,7,16,Maidstone,SK
2006,7,16,Maidstone,SK
2006,7,17,Brantford,ON
2006,7,18,London,ON
2006,7,18,Maidstone,SK
2006,7,18,Maidstone,SK
2006,7,18,Maidstone,SK
2006,7,18,Maidstone,SK
2006,7,18,Maidstone,SK
2006,7,18,Maidstone,SK
2006,7,18,Maidstone,SK
2006,7,18,Maidstone,SK
2006,7,18,Maidstone,SK
2006,7,19,London,ON
2006,7,19,Perth-Andover,NB
2006,7,19,Hamilton,ON
2006,7,19,London,ON
2006,7,19,Montreal,PQ
2006,7,20,East Vancouver,BC
2006,7,20,Nelson,BC
2006,7,20,Vancouver,BC
2006,7,21,East Lake,ON
2006,7,22,Maidstone,SK
2006,7,22,Maidstone,SK
2006,7,22,Maidstone,SK
2006,7,22,Maidstone,SK
2006,7,22,Maidstone,SK
2006,7,22,Maidstone,SK
2006,7,22,Maidstone,SK
2006,7,22,Maidstone,SK
2006,7,22,Maidstone,SK
2006,7,23,North Bay,ON
2006,7,23,Perth ,ON
2006,7,23,Winnipeg,MB
2006,7,24,Kitimat,BC
2006,7,24,North Bay,ON
2006,7,24,Trail,BC
2006,7,25,Waterhen Lake,SK
2006,7,25,North Bay,ON
2006,7,25,Trail,BC
2006,7,26,Castlegar,BC
2006,7,26,Houston,BC
2006,7,26,Trail,BC
2006,7,27,Montreal,PQ
2006,7,27,Gagetown,NB
2006,7,27,Montreal,PQ
2006,7,27,Ottawa,ON
2006,7,27,West Vancouver,BC
2006,7,27,Trail,BC
2006,7,28,Harrington,PQ
2006,7,28,Surrey,BC
2006,7,28,Dauphin,MB
2006,7,28,Trail,BC
2006,7,29,Toronto,ON
2006,7,29,Creston,BC
2006,7,29,Halifax,NS
2006,7,30,McLean,SK
2006,7,31,Kelowna,BC
2006,8,1,Lethbridge,AB
2006,8,1,Wheatly,ON
2006,8,1,Bedford Basin,NS
2006,8,2,Caledon,ON
2006,8,2,Guelph,ON
2006,8,2,Edmonton,AB
2006,8,3,Aylmer,PQ
2006,8,3,Whitehorse,YT
2006,8,4,Aylmer,PQ
2006,8,4,Grand Bend,ON
2006,8,4,Vancouver,BC
2006,8,4,Invermere,BC
2006,8,5,Sault Ste. Marie,ON
2006,8,5,Oakville,ON
2006,8,5,London,ON
2006,8,5,Williams Lake,BC
2006,8,5,Stewart Lake,PQ
2006,8,6,Rosthern,SK
2006,8,7,Nanaimo,BC
2006,8,7,Montebello,PQ
2006,8,7,North Surrey,BC
2006,8,8,Vancouver,BC
2006,8,9,Scarboroough,ON
